Jednostka,Nazwa zadania,Akronim,Wydatki rzeczowe,Wydatki na utrzymanie stanowiska pracy,Wydatki na zadania ogółem
Kancelaria Prezydenta (KP),Obsługa sekretarsko - asystencka i ochrona wartości niematerialnych i prawnych,ORG,24000.0,1875790.0,1899790.0
Kancelaria Prezydenta (KP),Kancelaria Tajna,KTU,,220681.0,220681.0
Kancelaria Prezydenta (KP),Zarządzanie Domem Krakowskim w Norymberdze,ZDK,500000.0,110341.0,610341.0
Kancelaria Prezydenta (KP),Przynależność Gminy Miejskiej Kraków do organizacji krajowych i międzynarodowych,SKZ,869000.0,16551.0,885551.0
Kancelaria Prezydenta (KP),nan,,,,0.0
Kancelaria Rady Miasta Krakowa (BR),Koordynacja i obsługa administracyjna,0,,573771.0,573771.0
Kancelaria Rady Miasta Krakowa (BR),Obsługa Rady Miasta Krakowa,ORM,1895000.0,2510249.0,4405249.0
Kancelaria Rady Miasta Krakowa (BR),Finansowanie Klubów Radnych,FKR,70000.0,5517.0,75517.0
Kancelaria Rady Miasta Krakowa (BR),nan,,,,0.0
Krakowskie Centrum Świadczeń (SO),Koordynacja i obsługa administracyjna,0,,882725.0,882725.0
Krakowskie Centrum Świadczeń (SO),Obsługa i wypłata dodatków mieszkaniowych,ODM,7785000.0,1544768.0,9329768.0
Krakowskie Centrum Świadczeń (SO),Wypłata rekompensat z tytułu ćwiczeń wojskowych oraz pokrywanie należności mieszkaniowych żołnierzom,ZCM,30000.0,27585.0,57585.0
Krakowskie Centrum Świadczeń (SO),Obsługa i wypłata świadczeń rodzinnych oraz z funduszu alimentacyjnego,SWR,126717010.0,5517030.0,132234040.0
Krakowskie Centrum Świadczeń (SO),Wypłata świadczenia dla posiadaczy Karty Polaka,KPW,,82756.0,82756.0
Krakowskie Centrum Świadczeń (SO),Rządowy program dla rodzin wielodzietnych,KDR,,220681.0,220681.0
Krakowskie Centrum Świadczeń (SO),Obsługa i wypłata świadczenia wychowawczego,PR5,711382473.0,3365388.0,714747861.0
Krakowskie Centrum Świadczeń (SO),Obsługa i wypłata świadczenia Dobry Start,DS3,20888850.0,606873.0,21495723.0
Krakowskie Centrum Świadczeń (SO),Krakowska Karta Rodzinna 3+,KR3,30000.0,331022.0,361022.0
Krakowskie Centrum Świadczeń (SO),Opieka nad repatriantami,REP,150000.0,110340.0,260340.0
Krakowskie Centrum Świadczeń (SO),"Wydawanie zaświadczeń ""Czyste powietrze""",ZCP,,,
Krakowskie Centrum Świadczeń (SO),nan,,,,
Urząd Stanu Cywilnego (SC),Koordynacja i obsługa administracyjna,0,,551703.0,551703.0
Urząd Stanu Cywilnego (SC),"Obsługa mieszkańców w zakresie stanu cywilnego, rejestru PESEL oraz zmiany imienia i nazwiska",USC,91000.0,7613501.0,7704501.0
Urząd Stanu Cywilnego (SC),nan,,,,0.0
Wydział Architektury i Urbanistyki (AU),Koordynacja i obsługa administracyjna,0,,2372323.0,2372323.0
Wydział Architektury i Urbanistyki (AU),Wydawanie decyzji o warunkach zabudowy i zagospodarowania terenu,WZT,42000.0,7392819.0,7434819.0
Wydział Architektury i Urbanistyki (AU),Wydawanie decyzji o pozwoleniu na budowę i przyjmowanie zgłoszeń,PZZ,185000.0,11916784.0,12101784.0
Wydział Architektury i Urbanistyki (AU),Przygotowanie i realizacja inwestycji mieszkaniowych oraz inwestycji towarzyszących,RIM,1000.0,165511.0,166511.0
Wydział Architektury i Urbanistyki (AU),nan,,,,
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Koordynacja i obsługa administracyjna,0,,441362.0,441362.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Nadzór i koordynacja zadań obrony cywilnej i powszechnej samoobrony,CYW,19000.0,551703.0,570703.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Realizacja zadań obronnych ,OBR,5850.0,331023.0,336873.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Zapewnienie realizacji bieżących zadań Powiatowego Centrum Zarządzania Kryzysowego związanych z zagrożeniami kryzysowymi,KRY,111730.0,882725.0,994455.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Realizacja obowiązków Gminy Miejskiej Kraków w zakresie finansowania OSP,OSP,579900.0,231716.0,811616.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Budowa mapy zagrożeń Miasta Krakowa,MAP,130000.0,275851.0,405851.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Nadzór i realizacja Programów Bezpieczeństwa w mieście ,PBK,1669820.0,507567.0,2177387.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Budżet obywatelski dzielnic,BOD,376664.0,,376664.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Ochrona przed powodzią,POW,25000.0,441362.0,466362.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Działania zmierzające do poprawy bezpieczeństwa imprez masowych,IMP,,253783.0,253783.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Zadania dzielnic (bieżące),DBR,115800.0,,115800.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Rozbudowa monitoringu wizyjnego,MON,100000.0,275850.0,375850.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Zadania inwestycyjne,ZIN,,,0.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),nan,,,,
Wydział Budżetu Miasta (BM),Koordynacja i obsługa administracyjna,0,,882725.0,882725.0
Wydział Budżetu Miasta (BM),"Budżet Miasta Krakowa i Wieloletnia Prognoza Finansowa - opracowanie, aktualizacja, sprawozdawczość",BMK,,3641239.0,3641239.0
Wydział Budżetu Miasta (BM),Obsługa finansowo-księgowa oraz sprawozdawczość budżetu Miasta Krakowa,FKS,500000.0,2648174.0,3148174.0
Wydział Budżetu Miasta (BM),Zarządzanie i obsługa zadłużenia Miasta w tym analizowanie sytuacji finansowej Miasta Krakowa,ZOD,134500000.0,662044.0,135162044.0
Wydział Budżetu Miasta (BM),Koordynacja systemów informatycznych obsługujących działalność finansową Miasta zgodnie z zasadami polityki i rachunkowości Miasta,KSI,,662044.0,662044.0
Wydział Budżetu Miasta (BM),nan,,,,
Wydział ds. Jakości Powietrza (JP),Koordynacja i obsługa administracyjna,0,,937895.0,937895.0
Wydział ds. Jakości Powietrza (JP),Projekt zintegrowany LIFE w zakresie wdrażania Programu ochrony powietrza dla województwa małopolskiego,LFE,14500.0,2427493.0,2441993.0
Wydział ds. Jakości Powietrza (JP),Roczne działania zmierzające do poprawy jakości powietrza,ROP,141012.0,1103406.0,1244418.0
Wydział ds. Jakości Powietrza (JP),Wieloletnie działania zmierzające do poprawy jakości powietrza,WOP,145300.0,1599939.0,1745239.0
Wydział ds. Jakości Powietrza (JP),Zadania związane z ochroną środowiska i gospodarką wodną,ZOS,,,
Wydział ds. Jakości Powietrza (JP),EKO TEAM zapewnienie personelu do realizacji zadań dot. poprawy efektywności energetycznej budynków mieszkalnych i rozwoju OZE w Metropolii Krakowskiej,ELA,,220681.0,220681.0
Wydział ds. Jakości Powietrza (JP),Zadania inwestycyjne,ZIN,,,0.0
Wydział ds. Jakości Powietrza (JP),nan,,,,
Wydział ds. Przedsiębiorczości i Innowacji (PI),Koordynacja i obsługa administracyjna,0,,662044.0,662044.0
Wydział ds. Przedsiębiorczości i Innowacji (PI),Rewitalizacja miasta,REW,950000.0,772384.0,1722384.0
Wydział ds. Przedsiębiorczości i Innowacji (PI),Obsługa inwestorów,COI,1100000.0,1103406.0,2203406.0
Wydział ds. Przedsiębiorczości i Innowacji (PI),Wspieranie przedsiębiorczości,MSP,450000.0,662044.0,1112044.0
Wydział ds. Przedsiębiorczości i Innowacji (PI),Krakow Metropolitan Area For Business,KMA,302588.0,110340.0,412928.0
Wydział ds. Przedsiębiorczości i Innowacji (PI),Ośrodek Naukowo Akademicki,ONA,523263.0,331022.0,854285.0
Wydział ds. Przedsiębiorczości i Innowacji (PI),Punkt Obsługi Przedsiębiorcy,POP,10000.0,,10000.0
Wydział ds. Przedsiębiorczości i Innowacji (PI),nan,,,,
Wydział ds. Turystyki (WT),Koordynacja i obsługa administracyjna,0,,579288.0,579288.0
Wydział ds. Turystyki (WT),Niekategoryzowane obiekty noclegowe,KON,,496533.0,496533.0
Wydział ds. Turystyki (WT),Tourism Friendly Cities,TFC,100000.0,55170.0,155170.0
Wydział ds. Turystyki (WT),Marketing turystyczny,MIT,2133000.0,1158576.0,3291576.0
Wydział ds. Turystyki (WT),Wsparcie rozwoju rynku turystycznego,WRT,690000.0,910310.0,1600310.0
Wydział ds. Turystyki (WT),Małopolska - cel podróży,MCP,,,
Wydział ds. Turystyki (WT),Budżet obywatelski dzielnic,BOD,244000.0,,244000.0
Wydział ds. Turystyki (WT),Zadania dzielnic (bieżące),DBR,10000.0,,10000.0
Wydział ds. Turystyki (WT),Zadania inwestycyjne,ZIN,,,
Wydział ds. Turystyki (WT),nan,,,,
Wydział Edukacji (EK),Koordynacja i obsługa administracyjna,0,,827554.0,827554.0
Wydział Edukacji (EK),Organizacja i nadzór nad funkcjonowaniem samorządowej oświaty,OIN,427000.0,2201295.0,2628295.0
Wydział Edukacji (EK),Jakość i promocja edukacji,JPR,1175000.0,711697.0,1886697.0
Wydział Edukacji (EK),"w tym: Program jazz (programy edukacyjne), promocja Szkolnego Budżetu Obywatelskiego, ""Wyciągamy dzieci z depresji pocovidowej""- cykl zabaw i konkurs dla dzieci z przedszkoli i szkół w 2022 r.",,,,
Wydział Edukacji (EK),Programy edukacyjne współfinansowane ze źródeł zewnętrznych,UEZ,792900.0,99307.0,892207.0
Wydział Edukacji (EK),"Prowadzenie ewidencji i rejestrów, dotowanie szkół i placówek niesamorządowych",RID,449448141.0,1765449.0,451213590.0
Wydział Edukacji (EK),Nadzór nad systemami informatycznymi ,EIT,5570000.0,606873.0,6176873.0
Wydział Edukacji (EK),Finansowanie zadań oświatowych,FZO,8701184.0,1180645.0,9881829.0
Wydział Edukacji (EK),"w tym: klimatyzatory dla przedszkoli samorządowych, filtry do oczyszczaczy powietrza do placówek samorządowych, kamery szkolne dla chorych dzieci, ""Pogotowie ozonowe""- zakup ozonatorów powietrza, osuszacze powietrza- usuwanie skutków powodzi w placówkach edukacyjnych, ""Szkoła Gigbajtowa""- poprawa infrastruktury internetowej w szkołach samorządowych ",,,,
Wydział Edukacji (EK),Zadania inwestycyjne,ZIN,,,0.0
Wydział Edukacji (EK),nan,,,,0.0
Wydział Egzekucji Administracyjnej i Windykacji (EW),Koordynacja i obsługa administracyjna,0,,662044.0,662044.0
Wydział Egzekucji Administracyjnej i Windykacji (EW),Egzekucja administracyjna należności publicznoprawnych,EAP,100000.0,3199877.0,3299877.0
Wydział Egzekucji Administracyjnej i Windykacji (EW),Kontrola egzekucji administracyjnej należności publicznoprawnych,KEA,620000.0,1434428.0,2054428.0
Wydział Egzekucji Administracyjnej i Windykacji (EW),Pomoc publiczna,PPU,,220681.0,220681.0
Wydział Egzekucji Administracyjnej i Windykacji (EW),Windykacja należności cywilnoprawnych,WNC,959800.0,993064.0,1952864.0
Wydział Egzekucji Administracyjnej i Windykacji (EW),nan,,,,
Wydział Ewidencji Pojazdów i Kierowców (KM),Koordynacja i obsługa administracyjna,0,,882725.0,882725.0
Wydział Ewidencji Pojazdów i Kierowców (KM),Wydawanie uprawnień do kierowania pojazdami,RPJ,1055800.0,1986131.0,3041931.0
Wydział Ewidencji Pojazdów i Kierowców (KM),Rejestracja pojazdów ,RRP,5715600.0,9930653.0,15646253.0
Wydział Ewidencji Pojazdów i Kierowców (KM),Nadzór nad działalnością regulowaną i transportem drogowym,RTD,42900.0,1655109.0,1698009.0
Wydział Ewidencji Pojazdów i Kierowców (KM),Postępowania administracyjne ,RPA,25700.0,1213746.0,1239446.0
Wydział Ewidencji Pojazdów i Kierowców (KM),nan,,,,
Wydział Finansowy (FK),Koordynacja i obsługa administracyjna,0,,1103406.0,1103406.0
Wydział Finansowy (FK),Obsługa  finansowo-księgowa Urzędu Miasta Krakowa,OFK,1392000.0,7834181.0,9226181.0
Wydział Finansowy (FK),Obsługa płac,PLC,,1434428.0,1434428.0
Wydział Finansowy (FK),Generalny Rejestr Umów i Zleceń,GRU,,662044.0,662044.0
Wydział Finansowy (FK),nan,,,,0.0
Wydział Geodezji (GD),Koordynacja i obsługa administracyjna,0,,1089062.0,1089062.0
Wydział Geodezji (GD),Regulacja stanów prawnych nieruchomości,RSP,400000.0,2193571.0,2593571.0
Wydział Geodezji (GD),Wydawanie decyzji w zakresie ewidencji gruntów i budynków ,DEG,400000.0,3199877.0,3599877.0
Wydział Geodezji (GD),Obsługa klienta,OBK,557500.0,4744646.0,5302146.0
Wydział Geodezji (GD),Zadania związane z zasobem geodezyjnym i kartograficznym,OGK,669864.0,8606566.0,9276430.0
Wydział Geodezji (GD),Obsługa Miejskiego Systemu Informacji Przestrzennej,SIP,235000.0,717214.0,952214.0
Wydział Geodezji (GD),"Nowe usługi w Elektronicznym Centrum Obsługi (ECO), elektroniczne archiwum i rejestry publiczne",ECO,1648543.0,27585.0,1676128.0
Wydział Geodezji (GD),Rozwój i konsolidacja Miejskiego Systemu Informacji Przestrzennej wraz z modułem 3D,MIP,,55170.0,55170.0
Wydział Geodezji (GD),Baza referencyjna nieruchomości,BRN,,,
Wydział Geodezji (GD),Zadania inwestycyjne,ZIN,,,0.0
Wydział Geodezji (GD),nan,,,,
Wydział Gospodarki Komunalnej (GK),Koordynacja i obsługa administracyjna,0,,662043.0,662043.0
Wydział Gospodarki Komunalnej (GK),"Planowanie gospodarki niskoemisyjnej, energetyki i infrastruktury komunalnej",PEK,344216.0,662043.0,1006259.0
Wydział Gospodarki Komunalnej (GK),Bezpieczeństwo powodziowe i odwodnienie na terenie GMK,BPO,,220682.0,220682.0
Wydział Gospodarki Komunalnej (GK),Planowanie rozwoju systemu transportu,PTK,3165686.0,1351673.0,4517359.0
Wydział Gospodarki Komunalnej (GK),Planowanie i promowanie zrównoważonej mobilności,PZM,350000.0,110341.0,460341.0
Wydział Gospodarki Komunalnej (GK),Rowerem do szkoły - Stars,STS,250000.0,110341.0,360341.0
Wydział Gospodarki Komunalnej (GK),Zintegrowany system gospodarowania odpadami komunalnymi ,SGO,216309952.0,551703.0,216861655.0
Wydział Gospodarki Komunalnej (GK),Utrzymanie czystości i porządku na terenie Gminy Miejskiej Kraków,UCP,59790758.0,540669.0,60331427.0
Wydział Gospodarki Komunalnej (GK),ClimateKIC - Zeroemisyjny Kraków,CLI,378675.0,662043.0,1040718.0
Wydział Gospodarki Komunalnej (GK),PARK4SUMP,PAR,70000.0,55170.0,125170.0
Wydział Gospodarki Komunalnej (GK),Atelier,ATE,108100.0,165511.0,273611.0
Wydział Gospodarki Komunalnej (GK),Projekt zintegrowany LIFE w zakresie wdrażania Programu ochrony powietrza dla województwa małopolskiego,LFE,17459.0,193096.0,210555.0
Wydział Gospodarki Komunalnej (GK),LIFE IP EKOMAŁOPOLSKA - Wdrażanie Regionalnego Planu dla Klimatu i Energii dla województwa małopolskiego,LEM,78654.0,55170.0,133824.0
Wydział Gospodarki Komunalnej (GK),Handshake,HAN,112150.0,55170.0,167320.0
Wydział Gospodarki Komunalnej (GK),Intherwaste,INT,25100.0,11034.0,36134.0
Wydział Gospodarki Komunalnej (GK),Zadania związane z ochroną środowiska i gospodarką wodną,ZOS,,,
Wydział Gospodarki Komunalnej (GK),Budżet obywatelski dzielnic,BOD,3400.0,,3400.0
Wydział Gospodarki Komunalnej (GK),Zadania inwestycyjne,ZIN,,,0.0
Wydział Gospodarki Komunalnej (GK),nan,,,,
Wydział Komunikacji Społecznej (KS),Koordynacja i obsługa administracyjna,0,,827554.0,827554.0
Wydział Komunikacji Społecznej (KS),Informacje medialne oraz relacje publiczne,INF,202540.0,993066.0,1195606.0
Wydział Komunikacji Społecznej (KS),Miejska Platforma Internetowa,MPI,3318460.0,882725.0,4201185.0
Wydział Komunikacji Społecznej (KS),Działania wizerunkowe Miasta,DWM,2000000.0,1379256.0,3379256.0
Wydział Komunikacji Społecznej (KS),Kampanie informacyjne Miasta,KIM,,,
Wydział Komunikacji Społecznej (KS),Kampanie marketingowe Miasta,KMM,1500000.0,662044.0,2162044.0
Wydział Komunikacji Społecznej (KS),nan,,,,0.0
Wydział Kontroli Wewnętrznej (WK),Koordynacja i obsługa administracyjna,0,,220681.0,220681.0
Wydział Kontroli Wewnętrznej (WK),Rozpatrywanie skarg i wniosków,RSW,,882725.0,882725.0
Wydział Kontroli Wewnętrznej (WK),Kontrolowanie funkcjonowania Magistratu i jednostek organizacyjnych,KOP,,882725.0,882725.0
Wydział Kontroli Wewnętrznej (WK),Obsługa organów kontroli zewnętrznej oraz organów ścigania i wymiaru sprawiedliwości,OKZ,,110341.0,110341.0
Wydział Kontroli Wewnętrznej (WK),Kontrola finansowa podmiotów wydatkujących środki publiczne określone w budżecie Miasta Krakowa,KFP,,882725.0,882725.0
Wydział Kontroli Wewnętrznej (WK),"Inwentaryzacja składników majątkowych będących na stanie ewidencyjnym Urzędu Miasta Krakowa, Gminy Miejskiej Kraków, Miasta Krakowa – miasta na prawach powiatu i Skarbu Państwa",ISM,,662043.0,662043.0
Wydział Kontroli Wewnętrznej (WK),nan,,,,0.0
Wydział Kontroli Wewnętrznej i Ewidencji Mienia (KE),Koordynacja i obsługa administracyjna,0,,,
Wydział Kontroli Wewnętrznej i Ewidencji Mienia (KE),Ewidencja mienia,EWM,,,
Wydział Kontroli Wewnętrznej i Ewidencji Mienia (KE),Rozpatrywanie skarg i wniosków,RSW,,,
Wydział Kontroli Wewnętrznej i Ewidencji Mienia (KE),Inwentaryzacja składników majątkowych ,ISM,,,
Wydział Kontroli Wewnętrznej i Ewidencji Mienia (KE),Aplikacja do Deklaracji Podatkowych,ADP,,,
Wydział Kontroli Wewnętrznej i Ewidencji Mienia (KE),Kontrola wewnętrzna i zewnętrzna,KWZ,,,
Wydział Kontroli Wewnętrznej i Ewidencji Mienia (KE),Kontrola finansowa podmiotów wydatkujących środki publiczne określone w budżecie Miasta Krakowa,KFP,,,
Wydział Kontroli Wewnętrznej i Ewidencji Mienia (KE),Kontrolowanie funkcjonowania Magistratu i jednostek organizacyjnych,KOP,,,
Wydział Kontroli Wewnętrznej i Ewidencji Mienia (KE),Obsługa organów kontroli zewnętrznej oraz organów ścigania i wymiaru sprawiedliwości,OKZ,,,
Wydział Kontroli Wewnętrznej i Ewidencji Mienia (KE),Krajowy Zasób Nieruchomości,KZN,,,
Wydział Kontroli Wewnętrznej i Ewidencji Mienia (KE),nan,,,,
Wydział Kształtowania Środowiska (WS),Koordynacja i obsługa administracyjna,0,,1158576.0,1158576.0
Wydział Kształtowania Środowiska (WS),Edukacja ekologiczna,EKO,20000.0,198613.0,218613.0
Wydział Kształtowania Środowiska (WS),Oceny środowiskowe,OOS,47000.0,991962.0,1038962.0
Wydział Kształtowania Środowiska (WS),Ochrona zieleni,ZIE,8800.0,2261982.0,2270782.0
Wydział Kształtowania Środowiska (WS),Działania w zakresie geologii i ochrony powierzchni ziemi,GEO,47000.0,1136508.0,1183508.0
Wydział Kształtowania Środowiska (WS),"Kształtowanie środowiska przyrodniczego, rolnictwo i zwierzęta",PRL,16177446.0,827554.0,17005000.0
Wydział Kształtowania Środowiska (WS),w tym dni otwarte ZOO wraz z imprezami towarzyszącymi,,,,
Wydział Kształtowania Środowiska (WS),"Wydawanie warunków na korzystanie ze środowiska w zakresie ochrony: wód, przed hałasem i polami elektromagnetycznymi",WPH,47000.0,1026168.0,1073168.0
Wydział Kształtowania Środowiska (WS),Zadania związane z ochroną środowiska i gospodarką wodną,ZOS,1375800.0,121375.0,1497175.0
Wydział Kształtowania Środowiska (WS),Zarządzanie i monitoring finansami środowiskowymi,ZFS,73954.0,375158.0,449112.0
Wydział Kształtowania Środowiska (WS),Udostępnianie informacji o środowisku,INŚ,,144546.0,144546.0
Wydział Kształtowania Środowiska (WS),Elektromobilność w Gminie Miejskiej Kraków,EGM,,,
Wydział Kształtowania Środowiska (WS),Usuwanie wyrobów zawierających azbest z terenu Miasta Krakowa do 2032 r.,AZB,402000.0,22068.0,424068.0
Wydział Kształtowania Środowiska (WS),Budżet obywatelski ogólnomiejski,BOO,63500.0,11034.0,74534.0
Wydział Kształtowania Środowiska (WS),Zadania inwestycyjne,ZIN,,,0.0
Wydział Kształtowania Środowiska (WS),nan,,,,
Wydział Kultury i Dziedzictwa Narodowego (KD),Koordynacja i obsługa administracyjna ,0,,568254.0,568254.0
Wydział Kultury i Dziedzictwa Narodowego (KD),Prowadzenie instytucji kultury ,PIK,12143000.0,1015133.0,13158133.0
Wydział Kultury i Dziedzictwa Narodowego (KD),Wspieranie działalności kulturalnej i artystycznej,WDK,11769000.0,827555.0,12596555.0
Wydział Kultury i Dziedzictwa Narodowego (KD),"Współpraca i wymiana kulturalna, realizacja własnych projektów",RWP,3640000.0,342056.0,3982056.0
Wydział Kultury i Dziedzictwa Narodowego (KD),Ochrona dziedzictwa kulturowego,ODK,6550000.0,446879.0,6996879.0
Wydział Kultury i Dziedzictwa Narodowego (KD),Opiniowanie przedsięwzięć dla harmonijnego i estetycznego wizerunku Miasta,OWM,,220681.0,220681.0
Wydział Kultury i Dziedzictwa Narodowego (KD),Parki Kulturowe,PKM,450000.0,551703.0,1001703.0
Wydział Kultury i Dziedzictwa Narodowego (KD),Elektromobilność w Gminie Miejskiej Kraków,EGM,216000.0,,216000.0
Wydział Kultury i Dziedzictwa Narodowego (KD),Budżet obywatelski dzielnic,BOD,258430.0,,258430.0
Wydział Kultury i Dziedzictwa Narodowego (KD),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Wydział Kultury i Dziedzictwa Narodowego (KD),Zadania inwestycyjne,ZIN,,,0.0
Wydział Kultury i Dziedzictwa Narodowego (KD),nan,,,,0.0
Wydział Miejskiego Inżyniera Ruchu (IR),Koordynacja i obsługa administracyjna,0,,882725.0,882725.0
Wydział Miejskiego Inżyniera Ruchu (IR),Zarządzanie ruchem,ZAR,575000.0,4192942.0,4767942.0
Wydział Miejskiego Inżyniera Ruchu (IR),nan,,,,
Wydział Mieszkalnictwa (ML),Koordynacja i obsługa administracyjna,0,,1517183.0,1517183.0
Wydział Mieszkalnictwa (ML),Obsługa spraw mieszkaniowych,OSM,2030000.0,4965327.0,6995327.0
Wydział Mieszkalnictwa (ML),Pozyskiwanie lokali mieszkalnych oraz nadzór nad stanem technicznym lokali i budynków ,PLN,201000.0,882725.0,1083725.0
Wydział Mieszkalnictwa (ML),Polityka mieszkaniowa Gminy Miejskiej Kraków oraz monitorowanie gospodarki mieszkaniowej Gminy,PMG,,248266.0,248266.0
Wydział Mieszkalnictwa (ML),Reprezentowanie interesów Gminy Miejskiej Kraków i Skarbu Państwa  w nieruchomościach z ich udziałem,WMW,873000.0,3530899.0,4403899.0
