Jednostka,Nazwa zadania,Akronim,Wydatki rzeczowe,Wydatki na utrzymanie stanowiska pracy,Wydatki na zadania ogółem
Kancelaria Rady Miasta Krakowa (BR),nan,,,,0.0
Krakowskie Centrum Świadczeń (SO),Koordynacja i obsługa administracyjna,0,,1406923.0,1406923.0
Krakowskie Centrum Świadczeń (SO),Obsługa i wypłata dodatków mieszkaniowych,ODM,19395000.0,2813845.0,22208845.0
Krakowskie Centrum Świadczeń (SO),Wypłata rekompensat z tytułu ćwiczeń wojskowych ,ZCM,,,0.0
Krakowskie Centrum Świadczeń (SO),Obsługa i wypłata świadczeń rodzinnych oraz z funduszu alimentacyjnego,SWR,132837881.0,7597382.0,140435263.0
Krakowskie Centrum Świadczeń (SO),Wypłata świadczenia dla posiadaczy Karty Polaka,KPW,,140692.0,140692.0
Krakowskie Centrum Świadczeń (SO),Rządowy program dla rodzin wielodzietnych,KDR,,703461.0,703461.0
Krakowskie Centrum Świadczeń (SO),Obsługa i wypłata świadczenia wychowawczego,PR5,380000.0,70346.0,450346.0
Krakowskie Centrum Świadczeń (SO),Krakowska Karta Rodzinna 3+,KR3,80000.0,562769.0,642769.0
Krakowskie Centrum Świadczeń (SO),Opieka nad repatriantami,REP,200000.0,140692.0,340692.0
Krakowskie Centrum Świadczeń (SO),Dodatek osłonowy,DOS,,7035.0,7035.0
Krakowskie Centrum Świadczeń (SO),"Wydawanie zaświadczeń ""Czyste powietrze""",ZCP,,422077.0,422077.0
Krakowskie Centrum Świadczeń (SO),Karta Krakowska,PKK,20000.0,211039.0,231039.0
Krakowskie Centrum Świadczeń (SO),Dodatek elektryczny,DEL,,28138.0,28138.0
Krakowskie Centrum Świadczeń (SO),Refundacja podatku VAT od paliw gazowych,GAZ,,1083330.0,1083330.0
Krakowskie Centrum Świadczeń (SO),Inne źródła ciepła,IŻC,,7035.0,7035.0
Krakowskie Centrum Świadczeń (SO),Pomoc dla uchodźców z Ukrainy,UKR,,,0.0
Krakowskie Centrum Świadczeń (SO),nan,,,,
Urząd Stanu Cywilnego (SC),Koordynacja i obsługa administracyjna,0,,703461.0,703461.0
Urząd Stanu Cywilnego (SC),"Obsługa mieszkańców w zakresie stanu cywilnego, rejestru PESEL oraz zmiany imienia i nazwiska",USC,130000.0,10833305.0,10963305.0
Urząd Stanu Cywilnego (SC),nan,,,,0.0
Wydział Architektury i Urbanistyki (AU),Koordynacja i obsługa administracyjna,0,,3657999.0,3657999.0
Wydział Architektury i Urbanistyki (AU),Wydawanie decyzji o warunkach zabudowy i zagospodarowania terenu oraz nakładanie kar za reklamy niezgodne z uchwałą,WZT,122000.0,9975082.0,10097082.0
Wydział Architektury i Urbanistyki (AU),Wydawanie decyzji o pozwoleniu na budowę i przyjmowanie zgłoszeń,PZZ,258000.0,14491303.0,14749303.0
Wydział Architektury i Urbanistyki (AU),Przygotowanie i realizacja inwestycji mieszkaniowych oraz inwestycji towarzyszących,RIM,,14069.0,14069.0
Wydział Architektury i Urbanistyki (AU),nan,,,,
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Koordynacja i obsługa administracyjna,0,,745669.0,745669.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Nadzór i koordynacja zadań obrony cywilnej i powszechnej samoobrony,CYW,56000.0,844154.0,900154.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Realizacja zadań obronnych ,OBR,73680.0,422077.0,495757.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Zapewnienie realizacji bieżących zadań  Centrum Zarządzania Kryzysowego związanych z zagrożeniami kryzysowymi,KRY,187000.0,1829000.0,2016000.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Realizacja obowiązków Gminy Miejskiej Kraków w zakresie finansowania OSP,OSP,751500.0,379869.0,1131369.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Mapa zagrożeń Miasta Krakowa i rozbudowa monitoringu wizyjnego,MAP,410000.0,703461.0,1113461.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Nadzór i realizacja Programów Bezpieczeństwa w mieście ,PBK,1801400.0,675323.0,2476723.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Ochrona przed powodzią,POW,21100.0,562769.0,583869.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Działania zmierzające do poprawy bezpieczeństwa imprez masowych,IMP,,309522.0,309522.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Budżet obywatelski dzielnic,BOD,269400.0,,269400.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Budżet obywatelski ogólnomiejski,BOO,208500.0,,208500.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Zadania dzielnic (bieżące),DBR,371500.0,,371500.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Utrzymanie gotowości operacyjnej pododdziału ratowniczego Szkoły Aspirantów Państwowej Straży Pożarnej w Krakowie,PSP,,,
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Pomoc dla uchodźców z Ukrainy,UKR,,,0.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),Zadania inwestycyjne,ZIN,,,0.0
Wydział Bezpieczeństwa i Zarządzania Kryzysowego (OC),nan,,,,
Wydział Budżetu Miasta (BM),Koordynacja i obsługa administracyjna,0,,1125538.0,1125538.0
Wydział Budżetu Miasta (BM),"Budżet Miasta Krakowa i Wieloletnia Prognoza Finansowa - opracowanie, aktualizacja, sprawozdawczość",BMK,,4924229.0,4924229.0
Wydział Budżetu Miasta (BM),Obsługa finansowo-księgowa oraz sprawozdawczość budżetu Miasta Krakowa,FKS,80000.0,3376615.0,3456615.0
Wydział Budżetu Miasta (BM),Zarządzanie i obsługa zadłużenia Miasta w tym analizowanie sytuacji finansowej Miasta Krakowa,ZOD,394815265.0,703461.0,395518726.0
Wydział Budżetu Miasta (BM),Koordynacja działań GMK zgodnie  z zasadami polityki  rachunkowości Miasta,KSI,1000000.0,562769.0,1562769.0
Wydział Budżetu Miasta (BM),nan,,,,
Wydział ds. Jakości Powietrza (JP),Koordynacja i obsługa administracyjna,0,,1231057.0,1231057.0
Wydział ds. Jakości Powietrza (JP),Projekt zintegrowany LIFE w zakresie wdrażania Programu ochrony powietrza dla województwa małopolskiego,LFE,,,0.0
Wydział ds. Jakości Powietrza (JP),Roczne działania zmierzające do poprawy jakości powietrza,ROP,273394.0,1612333.0,1885727.0
Wydział ds. Jakości Powietrza (JP),Wieloletnie działania zmierzające do poprawy jakości powietrza,WOP,136150.0,6290351.0,6426501.0
Wydział ds. Jakości Powietrza (JP),Rozliczenia wydatków majątkowych,RWM,,,
Wydział ds. Jakości Powietrza (JP),EKO TEAM zapewnienie personelu do realizacji zadań dot. poprawy efektywności energetycznej budynków mieszkalnych i rozwoju OZE w Metropolii Krakowskiej,ELA,,46429.0,46429.0
Wydział ds. Jakości Powietrza (JP),Wdrażanie Programu Ochrony Powietrza - Funkcjonowanie Ekodoradców,FEŚ,3000.0,105519.0,108519.0
Wydział ds. Jakości Powietrza (JP),Zadania inwestycyjne,ZIN,,,0.0
Wydział ds. Jakości Powietrza (JP),nan,,,,
Wydział ds. Przedsiębiorczości i Innowacji (PI),Koordynacja i obsługa administracyjna,0,,984846.0,984846.0
Wydział ds. Przedsiębiorczości i Innowacji (PI),Rewitalizacja miasta,REW,1000000.0,1266230.0,2266230.0
Wydział ds. Przedsiębiorczości i Innowacji (PI),Obsługa inwestorów,COI,3180000.0,1125538.0,4305538.0
Wydział ds. Przedsiębiorczości i Innowacji (PI),Wspieranie przedsiębiorczości,MSP,350000.0,703461.0,1053461.0
Wydział ds. Przedsiębiorczości i Innowacji (PI),Ośrodek Naukowo Akademicki,ONA,330000.0,844154.0,1174154.0
Wydział ds. Przedsiębiorczości i Innowacji (PI),Punkt Obsługi Przedsiębiorcy,POP,100000.0,984846.0,1084846.0
Wydział ds. Przedsiębiorczości i Innowacji (PI),Mapy przestrzenne analizy,MPA,40000.0,422077.0,462077.0
Wydział ds. Przedsiębiorczości i Innowacji (PI),Krakow Metropolitan Area For Business,KMA,,,0.0
Wydział ds. Przedsiębiorczości i Innowacji (PI),nan,,,,
Wydział ds. Turystyki (WT),Koordynacja i obsługa administracyjna,0,,879326.0,879326.0
Wydział ds. Turystyki (WT),Niekategoryzowane obiekty noclegowe,KON,,844154.0,844154.0
Wydział ds. Turystyki (WT),Marketing turystyczny,MIT,5310260.0,1399888.0,6710148.0
Wydział ds. Turystyki (WT),Wsparcie rozwoju rynku turystycznego,WRT,1643000.0,1371750.0,3014750.0
Wydział ds. Turystyki (WT),Małopolska - cel podróży,MCP,,,0.0
Wydział ds. Turystyki (WT),Kraków Miastem Zrównoważonej Turystyki Biznesowej,ZTB,,70346.0,70346.0
Wydział ds. Turystyki (WT),Tourism in Balance,TIB,107200.0,77381.0,184581.0
Wydział ds. Turystyki (WT),Zadania inwestycyjne,ZIN,,,0.0
Wydział ds. Turystyki (WT),nan,,,,
Wydział Edukacji (EK),Koordynacja i obsługa administracyjna,0,,1083330.0,1083330.0
Wydział Edukacji (EK),Organizacja i nadzór nad funkcjonowaniem samorządowej oświaty,OIN,6122000.0,3207784.0,9329784.0
Wydział Edukacji (EK),Jakość i promocja edukacji,JPR,355000.0,1034088.0,1389088.0
Wydział Edukacji (EK),Programy edukacyjne współfinansowane ze źródeł zewnętrznych,UEZ,1030740.0,70347.0,1101087.0
Wydział Edukacji (EK),"Prowadzenie ewidencji i rejestrów, dotowanie szkół i placówek niesamorządowych",RID,670200000.0,2532461.0,672732461.0
Wydział Edukacji (EK),Nadzór nad systemami informatycznymi ,EIT,7423200.0,1125538.0,8548738.0
Wydział Edukacji (EK),Finansowanie zadań oświatowych,FZO,17553900.0,1498372.0,19052272.0
Wydział Edukacji (EK),Realizacja zadań Pełnomocnika PMK ds. Rozwoju Kultury Fizycznej,PKF,2500000.0,562769.0,3062769.0
Wydział Edukacji (EK),Fundusz pomocy -podręczniki,BUK,,,
Wydział Edukacji (EK),Pomoc UNICEF dla dzieci i rodzin z Ukrainy,UNI,,,0.0
Wydział Edukacji (EK),Upowszechnianie sportu,UPS,,,0.0
Wydział Edukacji (EK),Pomoc dla uchodźców z Ukrainy,UKR,,,0.0
Wydział Edukacji (EK),Zadania dzielnic (bieżące),DBR,,,0.0
Wydział Edukacji (EK),Zadania inwestycyjne,ZIN,,,0.0
Wydział Edukacji (EK),nan,,,,0.0
Wydział Egzekucji Administracyjnej i Windykacji (EW),Koordynacja i obsługa administracyjna,0,,844154.0,844154.0
Wydział Egzekucji Administracyjnej i Windykacji (EW),Egzekucja administracyjna należności publicznoprawnych,EAP,100000.0,4220768.0,4320768.0
Wydział Egzekucji Administracyjnej i Windykacji (EW),Kontrola egzekucji administracyjnej należności publicznoprawnych,KEA,808000.0,1969692.0,2777692.0
Wydział Egzekucji Administracyjnej i Windykacji (EW),Pomoc publiczna,PPU,,281384.0,281384.0
Wydział Egzekucji Administracyjnej i Windykacji (EW),Windykacja należności cywilnoprawnych,WNC,1262000.0,1266230.0,2528230.0
Wydział Egzekucji Administracyjnej i Windykacji (EW),nan,,,,
Wydział Ewidencji Pojazdów i Kierowców (KM),Koordynacja i obsługa administracyjna,0,,1125538.0,1125538.0
Wydział Ewidencji Pojazdów i Kierowców (KM),Wydawanie uprawnień do kierowania pojazdami,RPJ,1815100.0,3798691.0,5613791.0
Wydział Ewidencji Pojazdów i Kierowców (KM),Rejestracja pojazdów ,RRP,7036100.0,12943688.0,19979788.0
Wydział Ewidencji Pojazdów i Kierowców (KM),Nadzór nad działalnością regulowaną i transportem drogowym,RTD,100800.0,2251077.0,2351877.0
Wydział Ewidencji Pojazdów i Kierowców (KM),Postępowania administracyjne ,RPA,48000.0,1828999.0,1876999.0
Wydział Ewidencji Pojazdów i Kierowców (KM),nan,,,,
Wydział Finansowy (FK),Koordynacja i obsługa administracyjna,0,,1688307.0,1688307.0
Wydział Finansowy (FK),Obsługa  finansowo-księgowa Urzędu Miasta Krakowa,OFK,1000000.0,10270535.0,11270535.0
Wydział Finansowy (FK),Obsługa płac,PLC,,2068176.0,2068176.0
Wydział Finansowy (FK),Generalny Rejestr Umów i Zleceń,GRU,,942638.0,942638.0
Wydział Finansowy (FK),Centralny Rejestr Umów,CR2,,42208.0,42208.0
Wydział Finansowy (FK),Wdrożenie Aplikacji do obsługi spraw kadrowo-płacowych w UMK,RKP,,42208.0,42208.0
Wydział Finansowy (FK),nan,,,,0.0
Wydział Geodezji (GD),Koordynacja i obsługa administracyjna,0,,1336578.0,1336578.0
Wydział Geodezji (GD),Regulacja stanów prawnych nieruchomości,RSP,943000.0,2813845.0,3756845.0
Wydział Geodezji (GD),Wydawanie decyzji w zakresie ewidencji gruntów i budynków ,DEG,718000.0,4220768.0,4938768.0
Wydział Geodezji (GD),Obsługa klienta,OBK,3140700.0,6331151.0,9471851.0
Wydział Geodezji (GD),Zadania związane z zasobem geodezyjnym i kartograficznym,OGK,5261102.0,10903650.0,16164752.0
Wydział Geodezji (GD),Obsługa Miejskiego Systemu Informacji Przestrzennej,SIP,454100.0,1055192.0,1509292.0
Wydział Geodezji (GD),Cyfryzacja GODGiK,CZK,,211038.0,211038.0
Wydział Geodezji (GD),"Nowe usługi w Elektronicznym Centrum Obsługi (ECO), elektroniczne archiwum i rejestry publiczne",ECO,,,0.0
Wydział Geodezji (GD),Rozwój i konsolidacja Miejskiego Systemu Informacji Przestrzennej wraz z modułem 3D,MIP,,,0.0
Wydział Geodezji (GD),Baza referencyjna nieruchomości,BRN,,,0.0
Wydział Geodezji (GD),Zadania inwestycyjne,ZIN,,,0.0
Wydział Geodezji (GD),nan,,,,
Wydział Gospodarki Komunalnej i Klimatu (GK),Koordynacja i obsługa administracyjna,0,,1048157.0,1048157.0
Wydział Gospodarki Komunalnej i Klimatu (GK),"Planowanie gospodarki niskoemisyjnej, energetyki i infrastruktury komunalnej",PEK,1350000.0,970776.0,2320776.0
Wydział Gospodarki Komunalnej i Klimatu (GK),Bezpieczeństwo powodziowe i odwodnienie na terenie GMK,BPO,150000.0,211038.0,361038.0
Wydział Gospodarki Komunalnej i Klimatu (GK),Planowanie rozwoju systemu transportu,PTK,1550000.0,1899346.0,3449346.0
Wydział Gospodarki Komunalnej i Klimatu (GK),Planowanie i promowanie zrównoważonej mobilności,PZM,865000.0,422077.0,1287077.0
Wydział Gospodarki Komunalnej i Klimatu (GK),Rowerem do szkoły - Stars,STS,,,0.0
Wydział Gospodarki Komunalnej i Klimatu (GK),Zintegrowany system gospodarowania odpadami komunalnymi ,SGO,340176008.0,640150.0,340816158.0
Wydział Gospodarki Komunalnej i Klimatu (GK),Utrzymanie czystości i porządku na terenie Gminy Miejskiej Kraków,UCP,89788550.0,998915.0,90787465.0
Wydział Gospodarki Komunalnej i Klimatu (GK),ClimateKIC - Zeroemisyjny Kraków,CLI,2176427.0,787877.0,2964304.0
Wydział Gospodarki Komunalnej i Klimatu (GK),Atelier,ATE,341000.0,147727.0,488727.0
Wydział Gospodarki Komunalnej i Klimatu (GK),Projekt zintegrowany LIFE w zakresie wdrażania Programu ochrony powietrza dla województwa małopolskiego,LFE,,,0.0
Wydział Gospodarki Komunalnej i Klimatu (GK),LIFE IP EKOMAŁOPOLSKA - Wdrażanie Regionalnego Planu dla Klimatu i Energii dla województwa małopolskiego,LEM,160300.0,562769.0,723069.0
Wydział Gospodarki Komunalnej i Klimatu (GK),Edukacja ekologiczna i klimatyczna,EKO,1200000.0,562769.0,1762769.0
Wydział Gospodarki Komunalnej i Klimatu (GK),Od idei do zmiany - Plan Zrównoważonej Mobilności Metropolii Krakowskiej,SUM,,,0.0
Wydział Gospodarki Komunalnej i Klimatu (GK),MINEV,MIN,85000.0,49242.0,134242.0
Wydział Gospodarki Komunalnej i Klimatu (GK),Budżet obywatelski dzielnic,BOD,4500.0,,4500.0
Wydział Gospodarki Komunalnej i Klimatu (GK),Zadania inwestycyjne,ZIN,,,0.0
Wydział Gospodarki Komunalnej i Klimatu (GK),nan,,,,
Wydział Komunikacji Społecznej (KS),Koordynacja i obsługa administracyjna,0,,1231058.0,1231058.0
Wydział Komunikacji Społecznej (KS),Informacje medialne oraz relacje publiczne,INF,100000.0,1407018.0,1507018.0
Wydział Komunikacji Społecznej (KS),Miejska Platforma Internetowa,MPI,3910000.0,1406915.0,5316915.0
Wydział Komunikacji Społecznej (KS),Działania wizerunkowe Miasta,DWM,2180000.0,1631942.0,3811942.0
Wydział Komunikacji Społecznej (KS),Kampanie informacyjne Miasta,KIM,1810000.0,984846.0,2794846.0
Wydział Komunikacji Społecznej (KS),Fotobaza,FOT,,56277.0,56277.0
Wydział Komunikacji Społecznej (KS),mKraków,MKR,,140692.0,140692.0
Wydział Komunikacji Społecznej (KS),nan,,,,0.0
Wydział Kontroli Wewnętrznej i Ewidencji Mienia (KE),Koordynacja i obsługa administracyjna,0,,562769.0,562769.0
Wydział Kontroli Wewnętrznej i Ewidencji Mienia (KE),Ewidencja mienia,EWM,393000.0,3095230.0,3488230.0
Wydział Kontroli Wewnętrznej i Ewidencji Mienia (KE),Rozpatrywanie skarg i wniosków,RSW,,1125538.0,1125538.0
Wydział Kontroli Wewnętrznej i Ewidencji Mienia (KE),Inwentaryzacja składników majątkowych ,ISM,,703461.0,703461.0
Wydział Kontroli Wewnętrznej i Ewidencji Mienia (KE),Aplikacja do Deklaracji Podatkowych,ADP,,105519.0,105519.0
Wydział Kontroli Wewnętrznej i Ewidencji Mienia (KE),Kontrola wewnętrzna i zewnętrzna,KWZ,,2040038.0,2040038.0
Wydział Kontroli Wewnętrznej i Ewidencji Mienia (KE),"Projekt dotyczący ewidencji zasobu nieruchomości Gminy Miejskiej Kraków, Miasta Kraków - miasta na prawach powiatu oraz Skarbu Państwa",EZN,,105519.0,105519.0
Wydział Kontroli Wewnętrznej i Ewidencji Mienia (KE),nan,,,,
Wydział Kształtowania Środowiska (WS),Koordynacja i obsługa administracyjna,0,,1428026.0,1428026.0
Wydział Kształtowania Środowiska (WS),Oceny środowiskowe,OOS,60000.0,1322507.0,1382507.0
Wydział Kształtowania Środowiska (WS),Ochrona zieleni,ZIE,,3024884.0,3024884.0
Wydział Kształtowania Środowiska (WS),Działania w zakresie geologii i ochrony powierzchni ziemi,GEO,181000.0,1744584.0,1925584.0
Wydział Kształtowania Środowiska (WS),"Kształtowanie środowiska przyrodniczego, rolnictwo i zwierzęta",PRL,23039285.0,1125538.0,24164823.0
Wydział Kształtowania Środowiska (WS),"Wydawanie warunków na korzystanie ze środowiska w zakresie ochrony: wód, przed hałasem i polami elektromagnetycznymi",WPH,,1364715.0,1364715.0
Wydział Kształtowania Środowiska (WS),Zadania związane z ochroną środowiska i gospodarką wodną,ZOS,2425000.0,126623.0,2551623.0
Wydział Kształtowania Środowiska (WS),Zarządzanie i monitoring finansami środowiskowymi,ZFS,147000.0,492423.0,639423.0
Wydział Kształtowania Środowiska (WS),Udostępnianie informacji o środowisku,INŚ,,358765.0,358765.0
Wydział Kształtowania Środowiska (WS),Polityka Kształtowania Środowiska,PKS,,408008.0,408008.0
Wydział Kształtowania Środowiska (WS),Elektromobilność w Gminie Miejskiej Kraków,EGM,72715.0,,72715.0
Wydział Kształtowania Środowiska (WS),Budżet obywatelski ogólnomiejski,BOO,,,0.0
Wydział Kształtowania Środowiska (WS),Zadania inwestycyjne,ZIN,,,0.0
Wydział Kształtowania Środowiska (WS),nan,,,,
Wydział Kultury i Dziedzictwa Narodowego (KD),Koordynacja i obsługa administracyjna ,0,,689392.0,689392.0
Wydział Kultury i Dziedzictwa Narodowego (KD),Prowadzenie instytucji kultury ,PIK,31663700.0,1632030.0,33295730.0
Wydział Kultury i Dziedzictwa Narodowego (KD),Wspieranie działalności kulturalnej i artystycznej,WDK,16848500.0,956707.0,17805207.0
Wydział Kultury i Dziedzictwa Narodowego (KD),"Współpraca i wymiana kulturalna, realizacja własnych projektów",RWP,4830000.0,492423.0,5322423.0
Wydział Kultury i Dziedzictwa Narodowego (KD),Ochrona dziedzictwa kulturowego,ODK,7290000.0,541665.0,7831665.0
Wydział Kultury i Dziedzictwa Narodowego (KD),Opiniowanie przedsięwzięć dla harmonijnego i estetycznego wizerunku Miasta,OWM,,351731.0,351731.0
Wydział Kultury i Dziedzictwa Narodowego (KD),Parki Kulturowe,PKM,264600.0,837119.0,1101719.0
Wydział Kultury i Dziedzictwa Narodowego (KD),Elektromobilność w Gminie Miejskiej Kraków,EGM,,,0.0
Wydział Kultury i Dziedzictwa Narodowego (KD),"Kreatywność, rozwój i współpraca",KRW,1472000.0,787877.0,2259877.0
Wydział Kultury i Dziedzictwa Narodowego (KD),Zrównoważone zarządzanie dysonansowym dziedzictwem Krakowa na przykładzie Nowej Huty - AR.C.H.ETHICS,ARC,114500.0,42208.0,156708.0
Wydział Kultury i Dziedzictwa Narodowego (KD),Pomoc UNICEF dla dzieci i rodzin z Ukrainy,UNI,,,0.0
Wydział Kultury i Dziedzictwa Narodowego (KD),Budżet obywatelski dzielnic,BOD,22000.0,,22000.0
Wydział Kultury i Dziedzictwa Narodowego (KD),Zadania dzielnic (inwestycyjne),"DIR, DIW",,,0.0
Wydział Kultury i Dziedzictwa Narodowego (KD),Zadania inwestycyjne,ZIN,,,0.0
Wydział Kultury i Dziedzictwa Narodowego (KD),nan,,,,0.0
Wydział Miejskiego Inżyniera Ruchu (IR),Koordynacja i obsługa administracyjna,0,,1125538.0,1125538.0
Wydział Miejskiego Inżyniera Ruchu (IR),Zarządzanie ruchem,ZAR,520000.0,5768383.0,6288383.0
Wydział Miejskiego Inżyniera Ruchu (IR),nan,,,,
Wydział Mieszkalnictwa (ML),Koordynacja i obsługa administracyjna,0,,2040038.0,2040038.0
